time,acc_x,acc_y,acc_z,local_lo,local_la,py_lo,py_la,
1.52629E+12,0.045654297,-0.033081055,1.010131836,17.28332,62.3954874,-1,,
1.52629E+12,0.054931641,-0.062011719,0.989624023,17.28332,62.3954874,-1,,
1.52629E+12,0.048217773,-0.034301758,1.010009766,17.2833201,62.3954874,-1,,
1.52629E+12,0.048583984,-0.063110352,0.994140625,17.2833201,62.3954874,-1,,
1.52629E+12,0.046020508,-0.057250977,1.007446289,17.2833201,62.3954874,-1,,
1.52629E+12,0.052368164,-0.049072266,0.98840332,17.2833201,62.3954874,-1,,
1.52629E+12,0.046020508,-0.054077148,1.014404297,17.2833201,62.3954874,-1,,
1.52629E+12,0.053100586,-0.044189453,0.98815918,17.2833201,62.3954874,-1,,
1.52629E+12,0.048583984,-0.060424805,1.005004883,17.2833201,62.3954874,-1,,
1.52629E+12,0.051391602,-0.047241211,1.018310547,17.2833201,62.3954874,-1,,
1.52629E+12,0.047851563,-0.041870117,0.985107422,17.2833201,62.3954874,-1,,
1.52629E+12,0.048706055,-0.056518555,1.011108398,17.2833201,62.3954874,-1,,
1.52629E+12,0.052001953,-0.031860352,1.002807617,17.2833202,62.3954874,-1,,
1.52629E+12,0.052734375,-0.033325195,0.998901367,17.2833202,62.3954874,-1,,
1.52629E+12,0.049072266,-0.068481445,0.997924805,17.2833202,62.3954874,-1,,
1.52629E+12,0.049804688,-0.057617188,1.003662109,17.2833202,62.3954874,-1,,
1.52629E+12,0.048706055,-0.029663086,0.999023438,17.2833202,62.3954874,-1,,
1.52629E+12,0.044921875,-0.038330078,0.990844727,17.2833202,62.3954874,-1,,
1.52629E+12,0.056640625,-0.060058594,1.015014648,17.2833202,62.3954874,-1,,
1.52629E+12,0.056396484,-0.033935547,0.99230957,17.2833203,62.3954874,-1,,
1.52629E+12,0.050415039,-0.041381836,0.985595703,17.2833203,62.3954874,-1,,
1.52629E+12,0.047973633,-0.06262207,1.002929688,17.2833203,62.3954874,-1,,
1.52629E+12,0.057861328,-0.046508789,0.990356445,17.2833203,62.3954874,-1,,
1.52629E+12,0.060668945,-0.077514648,0.998657227,17.2833203,62.3954874,-1,,
1.52629E+12,0.054443359,-0.04699707,1.021972656,17.2833203,62.3954874,-1,,
1.52629E+12,0.047973633,-0.045776367,0.993164063,17.2833203,62.3954874,-1,,
1.52629E+12,0.045654297,-0.032958984,0.997924805,17.2833203,62.3954874,-1,,
1.52629E+12,0.05480957,-0.07043457,1.007324219,17.2833203,62.3954874,-1,,
1.52629E+12,0.060058594,-0.041381836,0.994995117,17.2833203,62.3954874,-1,,
1.52629E+12,0.043457031,-0.046630859,0.998291016,17.2833203,62.3954874,-1,,
1.52629E+12,0.042724609,-0.058837891,0.995483398,17.2833204,62.3954874,-1,,
1.52629E+12,0.0546875,-0.050415039,1.004394531,17.2833204,62.3954874,-1,,
1.52629E+12,0.051025391,-0.032470703,0.993774414,17.2833204,62.3954874,-1,,
1.52629E+12,0.049560547,-0.0703125,1.005615234,17.2833204,62.3954874,-1,,
1.52629E+12,0.056152344,-0.044555664,0.991577148,17.2833204,62.3954874,-1,,
1.52629E+12,0.061645508,-0.038818359,0.993286133,17.2833204,62.3954874,-1,,
1.52629E+12,0.044555664,-0.04296875,1.001953125,17.2833204,62.3954874,-1,,
1.52629E+12,0.049682617,-0.065429688,0.997558594,17.2833204,62.3954874,-1,,
1.52629E+12,0.042602539,-0.041503906,1.019287109,17.2833204,62.3954873,-1,,
1.52629E+12,0.05065918,-0.045043945,1.008911133,17.2833204,62.3954873,-1,,
1.52629E+12,0.053222656,-0.061157227,1.001342773,17.2833205,62.3954873,-1,,
1.52629E+12,0.054931641,-0.051025391,0.979003906,17.2833205,62.3954873,-1,,
1.52629E+12,0.044677734,-0.042480469,1.018798828,17.2833205,62.3954873,-1,,
1.52629E+12,0.060058594,-0.051635742,1.00402832,17.2833205,62.3954873,-1,,
1.52629E+12,0.055908203,-0.065917969,0.981811523,17.2833205,62.3954873,-1,,
1.52629E+12,0.04296875,-0.033569336,1.012329102,17.2833205,62.3954873,-1,,
1.52629E+12,0.055419922,-0.047485352,0.994750977,17.2833205,62.3954873,-1,,
1.52629E+12,0.041870117,-0.054199219,0.990600586,17.2833205,62.3954873,-1,,
1.52629E+12,0.048706055,-0.037719727,1.023803711,17.2833205,62.3954873,-1,,
1.52629E+12,0.049316406,-0.055053711,0.995727539,17.2833205,62.3954873,-1,,
1.52629E+12,0.042358398,-0.042358398,1.024291992,17.2833205,62.3954873,-1,,
1.52629E+12,0.040039063,-0.055297852,1.008178711,17.2833205,62.3954873,-1,,
1.52629E+12,0.048339844,-0.047485352,1.02355957,17.2833205,62.3954873,-1,,
1.52629E+12,0.045043945,-0.060791016,0.962280273,17.2833205,62.3954873,-1,,
1.52629E+12,0.039794922,-0.053344727,0.996948242,17.2833205,62.3954873,-1,,
1.52629E+12,0.044067383,-0.040039063,1.005615234,17.2833205,62.3954873,-1,,
1.52629E+12,0.053955078,-0.059692383,0.989990234,17.2833205,62.3954873,-1,,
1.52629E+12,0.052856445,-0.046875,1.010742188,17.2833206,62.3954873,-1,,
1.52629E+12,0.044067383,-0.043212891,0.997924805,17.2833206,62.3954873,-1,,
1.52629E+12,0.051757813,-0.0625,0.999145508,17.2833206,62.3954873,-1,,
1.52629E+12,0.058349609,-0.061767578,1.006835938,17.2833206,62.3954873,-1,,
1.52629E+12,0.043212891,-0.03503418,0.996948242,17.2833206,62.3954873,-1,,
1.52629E+12,0.055541992,-0.070922852,1.00402832,17.2833206,62.3954873,-1,,
1.52629E+12,0.056030273,-0.03515625,1.009277344,17.2833206,62.3954873,-1,,
1.52629E+12,0.048583984,-0.038208008,1.009399414,17.2833206,62.3954873,-1,,
1.52629E+12,0.000366211,0.07043457,1.076660156,17.2833206,62.3954873,-1,,
1.52629E+12,0.051513672,-0.052246094,1.015258789,17.2833206,62.3954873,-1,,
1.52629E+12,0.050415039,-0.060302734,0.982543945,17.2833206,62.3954872,-1,,
1.52629E+12,0.052124023,-0.047363281,1.024414063,17.2833206,62.3954872,-1,,
1.52629E+12,0.053100586,-0.04675293,0.99597168,17.2833206,62.3954872,-1,,
1.52629E+12,0.045410156,-0.053344727,1.013183594,17.2833206,62.3954872,-1,,
1.52629E+12,0.051757813,-0.060913086,0.986450195,17.2833206,62.3954872,-1,,
1.52629E+12,0.055664063,-0.051147461,0.974975586,17.2833206,62.3954872,-1,,
1.52629E+12,0.030395508,-0.034057617,1.028442383,17.2833206,62.3954872,-1,,
1.52629E+12,0.069946289,-0.065673828,0.971679688,17.2833206,62.3954872,-1,,
1.52629E+12,0.044799805,-0.043823242,1.023803711,17.2833206,62.3954872,-1,,
1.52629E+12,0.05871582,-0.044189453,0.998657227,17.2833206,62.3954872,-1,,
1.52629E+12,0.046386719,-0.054199219,1,17.2833206,62.3954872,-1,,
1.52629E+12,0.052734375,-0.049804688,0.996337891,17.2833206,62.3954872,-1,,
1.52629E+12,0.050170898,-0.053222656,0.99987793,17.2833206,62.3954872,-1,,
1.52629E+12,0.056518555,-0.045288086,1.007202148,17.2833206,62.3954872,-1,,
1.52629E+12,0.050170898,-0.037597656,0.991333008,17.2833206,62.3954872,-1,,
1.52629E+12,0.051147461,-0.065185547,0.999389648,17.2833206,62.3954872,-1,,
1.52629E+12,0.055541992,-0.033325195,1.012329102,17.2833206,62.3954872,-1,,
1.52629E+12,0.048950195,-0.057373047,0.99987793,17.2833206,62.3954872,-1,,
1.52629E+12,0.051391602,-0.049926758,1.000244141,17.2833207,62.3954873,-1,,
1.52629E+12,0.053710938,-0.03527832,1.008422852,17.2833207,62.3954873,-1,,
1.52629E+12,0.044677734,-0.041748047,0.998168945,17.2833207,62.3954873,-1,,
1.52629E+12,0.057373047,-0.056030273,1.001586914,17.2833207,62.3954873,-1,,
1.52629E+12,0.056762695,-0.037353516,1.006469727,17.2833207,62.3954873,-1,,
1.52629E+12,0.047729492,-0.061767578,1.008666992,17.2833207,62.3954873,-1,,
1.52629E+12,0.049316406,-0.062255859,0.994506836,17.2833207,62.3954873,-1,,
1.52629E+12,0.053588867,-0.040161133,1.00769043,17.2833207,62.3954873,-1,,
1.52629E+12,0.041748047,-0.036621094,1.009643555,17.2833207,62.3954873,-1,,
1.52629E+12,0.052856445,-0.06237793,0.990722656,17.2833207,62.3954873,-1,,
1.52629E+12,0.049560547,-0.048461914,1.010253906,17.2833208,62.3954873,-1,,
1.52629E+12,0.048461914,-0.043457031,0.994262695,17.2833208,62.3954873,-1,,
1.52629E+12,0.049804688,-0.065429688,1.001342773,17.2833208,62.3954873,-1,,
1.52629E+12,0.050537109,-0.061645508,1.001708984,17.2833208,62.3954873,-1,,
1.52629E+12,0.056030273,-0.037109375,1.005371094,17.2833208,62.3954873,-1,,
1.52629E+12,0.041015625,-0.061767578,1.003295898,17.2833208,62.3954873,-1,,
1.52629E+12,0.059204102,-0.044311523,0.994873047,17.2833208,62.3954873,-1,,
1.52629E+12,0.058959961,-0.040527344,0.994873047,17.2833209,62.3954874,-1,,
1.52629E+12,0.040649414,-0.039550781,1.015258789,17.2833209,62.3954874,-1,,
1.52629E+12,0.060058594,-0.079711914,0.991943359,17.2833209,62.3954874,-1,,
1.52629E+12,0.051879883,-0.069824219,1.002075195,17.2833209,62.3954874,-1,,
1.52629E+12,0.051025391,-0.03527832,1.004638672,17.2833209,62.3954874,-1,,
1.52629E+12,0.055419922,-0.062133789,0.99621582,17.2833209,62.3954874,-1,,
1.52629E+12,0.051635742,-0.05090332,0.995605469,17.2833209,62.3954874,-1,,
1.52629E+12,0.054199219,-0.033691406,1.009521484,17.2833209,62.3954874,-1,,
1.52629E+12,0.042114258,-0.04309082,0.998291016,17.2833209,62.3954874,-1,,
1.52629E+12,0.059326172,-0.062011719,0.996826172,17.2833209,62.3954874,-1,,
1.52629E+12,0.055541992,-0.038452148,1.001098633,17.2833209,62.3954874,-1,,
1.52629E+12,0.061401367,-0.057006836,1.012329102,17.2833209,62.3954874,-1,,
1.52629E+12,0.059936523,-0.08190918,0.994140625,17.2833209,62.3954874,-1,,
1.52629E+12,0.061889648,-0.039916992,0.995239258,17.2833209,62.3954874,-1,,
1.52629E+12,0.045288086,-0.042358398,1.008911133,17.2833209,62.3954874,-1,,
1.52629E+12,0.051269531,-0.067749023,1.005004883,17.2833209,62.3954874,-1,,
1.52629E+12,0.051147461,-0.035766602,0.999023438,17.2833209,62.3954874,-1,,
1.52629E+12,0.048217773,-0.036987305,1.002319336,17.2833209,62.3954874,-1,,
1.52629E+12,0.050415039,-0.059448242,1.002563477,17.2833209,62.3954874,-1,,
1.52629E+12,0.057495117,-0.047119141,0.997802734,17.2833209,62.3954874,-1,,
1.52629E+12,0.043701172,-0.044555664,1.008178711,17.283321,62.3954874,-1,,
1.52629E+12,0.048583984,-0.037597656,1.013793945,17.283321,62.3954874,-1,,
1.52629E+12,0.053222656,-0.068237305,1.000244141,17.283321,62.3954874,-1,,
1.52629E+12,0.056396484,-0.04284668,0.989624023,17.283321,62.3954874,-1,,
1.52629E+12,0.041625977,-0.048583984,1.016113281,17.283321,62.3954874,-1,,
1.52629E+12,0.043457031,-0.052001953,1.008422852,17.283321,62.3954874,-1,,
1.52629E+12,0.052612305,-0.053344727,0.995727539,17.283321,62.3954874,-1,,
1.52629E+12,0.050048828,-0.04309082,0.992553711,17.283321,62.3954874,-1,,
1.52629E+12,0.052856445,-0.043579102,1.014038086,17.283321,62.3954874,-1,,
1.52629E+12,0.042236328,-0.058105469,1.023071289,17.283321,62.3954874,-1,,
1.52629E+12,0.055786133,-0.062133789,0.989501953,17.283321,62.3954874,-1,,
1.52629E+12,0.050048828,-0.038696289,1.008544922,17.283321,62.3954874,-1,,
1.52629E+12,0.042358398,-0.061767578,1.004150391,17.283321,62.3954874,-1,,
1.52629E+12,0.056274414,-0.049194336,0.992675781,17.283321,62.3954874,-1,,
1.52629E+12,0.042724609,-0.033203125,1.008056641,17.283321,62.3954874,-1,,
1.52629E+12,0.047363281,-0.041259766,1.014526367,17.283321,62.3954874,-1,,
1.52629E+12,0.056762695,-0.056884766,1.008789063,17.283321,62.3954874,-1,,
1.52629E+12,0.052490234,-0.050537109,0.99609375,17.283321,62.3954874,-1,,
1.52629E+12,0.041137695,-0.042480469,1.005004883,17.283321,62.3954874,-1,,
1.52629E+12,0.05090332,-0.046264648,1.011108398,17.283321,62.3954874,-1,,
1.52629E+12,0.050537109,-0.059570313,1.01159668,17.283321,62.3954874,-1,,
1.52629E+12,0.052856445,-0.045043945,0.996459961,17.283321,62.3954874,-1,,
1.52629E+12,0.047241211,-0.043457031,1.004516602,17.283321,62.3954874,-1,,
1.52629E+12,0.05065918,-0.063354492,1.007202148,17.283321,62.3954874,-1,,
1.52629E+12,0.052368164,-0.064941406,0.99609375,17.283321,62.3954874,-1,,
1.52629E+12,0.050170898,-0.042602539,1.007324219,17.283321,62.3954874,-1,,
1.52629E+12,0.042480469,-0.045288086,1.001098633,17.2833211,62.3954875,-1,,
1.52629E+12,0.059204102,-0.056640625,1.011230469,17.2833211,62.3954875,-1,,
1.52629E+12,0.067382813,-0.032226563,0.974853516,17.2833211,62.3954875,-1,,
1.52629E+12,0.173461914,-0.07019043,0.942016602,17.2833211,62.3954875,-1,,
1.52629E+12,0.262207031,-0.107910156,0.811157227,17.2833211,62.3954875,-1,,
1.52629E+12,-0.07434082,-0.049316406,1.006713867,17.2833211,62.3954875,-1,,
1.52629E+12,-0.028198242,0.005371094,0.885620117,17.2833211,62.3954875,-1,,
1.52629E+12,-0.018188477,-0.033569336,1.114868164,17.2833211,62.3954875,-1,,
1.52629E+12,0.0234375,-0.045288086,1.053710938,17.2833211,62.3954875,-1,,
1.52629E+12,0.031982422,-0.040771484,1.041503906,17.2833212,62.3954875,-1,,
1.52629E+12,0.051513672,-0.049804688,0.999389648,17.2833212,62.3954875,-1,,
1.52629E+12,0.057128906,-0.060668945,1.021240234,17.2833212,62.3954875,-1,,
1.52629E+12,0.056762695,-0.046264648,0.995605469,17.2833212,62.3954875,-1,,
1.52629E+12,0.047851563,-0.053710938,0.994873047,17.2833212,62.3954875,-1,,
1.52629E+12,0.030639648,-0.045410156,0.985229492,17.2833212,62.3954875,-1,,
1.52629E+12,0.050292969,-0.057861328,1.009277344,17.2833212,62.3954875,-1,,
1.52629E+12,0.054321289,-0.057617188,0.996704102,17.2833212,62.3954875,-1,,
1.52629E+12,0.04309082,-0.038208008,1.006469727,17.2833212,62.3954875,-1,,
1.52629E+12,0.051757813,-0.072509766,1.028076172,17.2833212,62.3954875,-1,,
1.52629E+12,0.016845703,-0.061767578,1.007080078,17.2833212,62.3954875,-1,,
1.52629E+12,0.046508789,-0.037963867,1.010986328,17.2833213,62.3954875,-1,,
1.52629E+12,0.065917969,-0.057373047,0.993896484,17.2833213,62.3954875,-1,,
1.52629E+12,0.046630859,-0.033569336,1.015380859,17.2833213,62.3954875,-1,,
1.52629E+12,0.047973633,-0.068237305,0.987548828,17.2833213,62.3954875,-1,,
1.52629E+12,0.051269531,-0.052978516,1.010742188,17.2833213,62.3954875,-1,,
1.52629E+12,0.044799805,-0.036499023,1.014648438,17.2833213,62.3954875,-1,,
1.52629E+12,0.047119141,-0.061767578,0.990844727,17.2833213,62.3954875,-1,,
1.52629E+12,0.057006836,-0.045288086,1.010009766,17.2833213,62.3954875,-1,,
1.52629E+12,0.05078125,-0.046630859,1.000732422,17.2833213,62.3954875,-1,,
1.52629E+12,0.041259766,-0.05078125,1.015014648,17.2833214,62.3954876,-1,,
1.52629E+12,0.048950195,-0.062744141,0.999633789,17.2833214,62.3954876,-1,,
1.52629E+12,0.049804688,-0.0390625,0.997558594,17.2833214,62.3954876,-1,,
1.52629E+12,0.04675293,-0.043823242,0.994750977,17.2833214,62.3954876,-1,,
1.52629E+12,0.037963867,-0.045776367,1.00769043,17.2833214,62.3954876,-1,,
1.52629E+12,0.057861328,-0.054443359,1.000610352,17.2833214,62.3954876,-1,,
1.52629E+12,0.059692383,-0.044067383,0.986938477,17.2833214,62.3954876,-1,,
1.52629E+12,0.036499023,-0.042480469,0.995361328,17.2833214,62.3954876,-1,,
1.52629E+12,0.048950195,-0.047729492,1.009033203,17.2833214,62.3954876,-1,,
1.52629E+12,0.052490234,-0.052368164,1.002929688,17.2833215,62.3954876,-1,,
1.52629E+12,0.052246094,-0.051391602,0.985839844,17.2833215,62.3954876,-1,,
1.52629E+12,0.060302734,-0.05078125,0.992675781,17.2833215,62.3954876,-1,,
1.52629E+12,0.050537109,-0.038330078,0.995117188,17.2833215,62.3954876,-1,,
1.52629E+12,0.039916992,-0.047729492,1.005249023,17.2833215,62.3954876,-1,,
1.52629E+12,0.055419922,-0.050170898,1.006958008,17.2833215,62.3954876,-1,,
1.52629E+12,0.046020508,-0.049926758,1.008178711,17.2833215,62.3954876,-1,,
1.52629E+12,0.057006836,-0.060791016,0.99597168,17.2833215,62.3954876,-1,,
1.52629E+12,0.060302734,-0.036376953,0.987915039,17.2833215,62.3954876,-1,,
1.52629E+12,0.041748047,-0.051513672,1.014038086,17.2833215,62.3954876,-1,,
1.52629E+12,0.053833008,-0.059204102,0.997924805,17.2833215,62.3954876,-1,,
1.52629E+12,0.059570313,-0.054077148,1.000366211,17.2833215,62.3954876,-1,,
1.52629E+12,0.05065918,-0.050170898,0.989257813,17.2833215,62.3954876,-1,,
1.52629E+12,0.052001953,-0.046264648,1.008178711,17.2833215,62.3954876,-1,,
1.52629E+12,0.049804688,-0.049926758,1.006835938,17.2833215,62.3954876,-1,,
1.52629E+12,0.05078125,-0.057006836,1.000244141,17.2833216,62.3954876,-1,,
1.52629E+12,0.052368164,-0.057739258,1.000244141,17.2833216,62.3954876,-1,,
1.52629E+12,0.057006836,-0.05065918,0.990600586,17.2833216,62.3954876,-1,,
1.52629E+12,0.048828125,-0.047485352,1.005859375,17.2833216,62.3954876,-1,,
1.52629E+12,0.051269531,-0.046142578,1.009033203,17.2833216,62.3954876,-1,,
1.52629E+12,0.049926758,-0.059204102,1.003417969,17.2833216,62.3954876,-1,,
1.52629E+12,0.043457031,-0.052856445,1.003417969,17.2833216,62.3954876,-1,,
1.52629E+12,0.058837891,-0.052246094,0.995361328,17.2833216,62.3954876,-1,,
1.52629E+12,0.094238281,-0.036743164,0.977416992,17.2833216,62.3954876,-1,,
1.52629E+12,0.050415039,-0.04296875,1.005004883,17.2833216,62.3954876,-1,,
1.52629E+12,0.048706055,-0.047729492,1.010498047,17.2833216,62.3954876,-1,,
1.52629E+12,0.057128906,-0.05847168,0.989135742,17.2833216,62.3954876,-1,,
1.52629E+12,0.054443359,-0.068969727,0.990600586,17.2833216,62.3954876,-1,,
1.52629E+12,0.047363281,-0.041137695,1.007324219,17.2833216,62.3954876,-1,,
1.52629E+12,0.051391602,-0.053222656,0.984375,17.2833216,62.3954876,-1,,
1.52629E+12,0.04699707,-0.053466797,0.997314453,17.2833216,62.3954876,-1,,
1.52629E+12,0.059570313,-0.03918457,1.008056641,17.2833216,62.3954876,-1,,
1.52629E+12,0.046386719,-0.041992188,1.002929688,17.2833216,62.3954876,-1,,
1.52629E+12,0.052001953,-0.063110352,0.996704102,17.2833216,62.3954876,-1,,
1.52629E+12,0.045654297,-0.033569336,1.018554688,17.2833216,62.3954876,-1,,
1.52629E+12,0.038330078,-0.056152344,0.990356445,17.2833216,62.3954876,-1,,
1.52629E+12,0.059326172,-0.058349609,0.998046875,17.2833216,62.3954876,-1,,
1.52629E+12,0.05847168,-0.051269531,0.993408203,17.2833216,62.3954876,-1,,
1.52629E+12,0.048339844,-0.037963867,1.00769043,17.2833217,62.3954876,-1,,
1.52629E+12,0.052612305,-0.052368164,0.995727539,17.2833217,62.3954876,-1,,
1.52629E+12,0.069824219,-0.040283203,1.010375977,17.2833217,62.3954876,-1,,
1.52629E+12,0.036254883,-0.046264648,1.008544922,17.2833217,62.3954876,-1,,
1.52629E+12,0.05065918,-0.044067383,1.008178711,17.2833217,62.3954877,-1,,
1.52629E+12,0.134033203,-0.09362793,0.975341797,17.2833217,62.3954877,-1,,
1.52629E+12,0.067382813,-0.057861328,0.998901367,17.2833217,62.3954877,-1,,
1.52629E+12,0.050292969,-0.036987305,1.00012207,17.2833217,62.3954877,-1,,
1.52629E+12,0.049560547,-0.049072266,1.009643555,17.2833217,62.3954877,-1,,
1.52629E+12,0.05480957,-0.052368164,0.995605469,17.2833217,62.3954877,-1,,
1.52629E+12,0.045898438,-0.049438477,0.998168945,17.2833217,62.3954877,-1,,
1.52629E+12,0.056152344,-0.050048828,0.988891602,17.2833217,62.3954877,-1,,
1.52629E+12,0.052246094,-0.036621094,1.005493164,17.2833217,62.3954877,-1,,
1.52629E+12,0.034667969,-0.051147461,1.005615234,17.2833217,62.3954877,-1,,
1.52629E+12,0.057373047,-0.051879883,0.997436523,17.2833217,62.3954877,-1,,
1.52629E+12,0.047119141,-0.040527344,1.009643555,17.2833218,62.3954877,-1,,
1.52629E+12,0.043823242,-0.044799805,0.999145508,17.2833218,62.3954877,-1,,
1.52629E+12,0.054443359,-0.053710938,1.005126953,17.2833218,62.3954877,-1,,
1.52629E+12,0.055541992,-0.054199219,0.995483398,17.2833218,62.3954877,-1,,
